soil_moisture,rainfall,rainfall_24h,slope_angle,tilt_rate,factor_of_safety,synthetic_risk_probability,hazard_label,hazard_tier
33.63,30.43,34.97,30.52,0.0133,1.11,0.6962,1,HIGH
25.36,18.9,27.42,21.96,0.0142,1.64,0.1403,0,LOW
54.67,38.49,56.27,27.78,0.0391,1.02,0.9505,1,CRITICAL
58.27,29.77,47.85,28.13,-0.0405,0.98,0.9256,1,CRITICAL
63.89,70.67,104.5,31.31,0.0707,0.84,0.9915,1,CRITICAL
46.66,44.91,78.67,18.43,0.023,1.63,0.6106,1,HIGH
16.96,29.54,54.43,32.15,0.0181,1.21,0.3306,0,MODERATE
37.37,37.17,61.61,12.0,0.0124,2.71,0.0181,0,LOW
17.45,29.93,30.16,23.59,0.0255,1.63,0.1574,0,LOW
43.67,5.74,38.68,24.58,0.0304,1.26,0.6498,1,HIGH
46.11,13.49,37.65,32.43,0.0247,0.95,0.8892,1,CRITICAL
55.19,50.19,45.72,28.16,0.0244,1.0,0.9068,1,CRITICAL
42.3,26.58,39.71,18.16,0.0132,1.72,0.1397,0,LOW
69.34,35.52,65.99,21.11,-0.0498,1.16,0.9346,1,CRITICAL
78.34,90.54,137.65,29.39,0.175,0.78,0.9998,1,CRITICAL
62.61,27.35,58.66,27.45,0.0395,0.96,0.9561,1,CRITICAL
51.58,10.42,52.42,23.95,0.0459,1.21,0.8913,1,CRITICAL
52.35,39.37,59.7,24.63,-0.0559,1.17,0.9038,1,CRITICAL
53.24,20.04,45.58,32.87,0.0273,0.88,0.8787,1,CRITICAL
44.64,46.74,76.22,24.38,0.0648,1.26,0.8515,1,CRITICAL
54.59,36.27,54.96,27.38,0.0368,1.04,0.926,1,CRITICAL
42.56,24.76,38.9,43.19,0.0738,0.76,0.9178,1,CRITICAL
69.77,41.01,96.84,18.03,0.0522,1.35,0.9187,1,CRITICAL
46.58,31.46,52.0,15.04,0.0162,2.0,0.1191,0,LOW
45.65,32.31,46.44,33.49,-0.0788,0.93,0.9588,1,CRITICAL
46.02,15.9,49.83,23.25,0.022,1.31,0.6232,1,HIGH
20.69,7.15,37.24,25.77,0.0387,1.45,0.3033,0,MODERATE
25.74,3.17,23.11,22.53,0.0073,1.59,0.1122,0,LOW
25.21,37.58,50.19,26.18,0.0279,1.38,0.3681,0,MODERATE
54.31,34.94,91.55,39.19,0.0729,0.75,0.9873,1,CRITICAL
18.53,24.72,27.38,33.61,0.0593,1.14,0.614,1,HIGH
59.86,42.97,65.08,34.04,0.0473,0.81,0.9624,1,CRITICAL
51.76,39.95,70.88,18.09,0.03,1.59,0.5772,1,HIGH
54.44,15.55,50.6,19.94,0.0336,1.41,0.7735,1,CRITICAL
51.62,61.25,115.37,12.0,0.0808,2.39,0.2774,0,MODERATE
59.07,46.44,64.37,22.33,0.0337,1.21,0.8101,1,CRITICAL
64.17,48.34,59.61,34.7,0.0518,0.77,0.9627,1,CRITICAL
46.98,22.42,54.56,31.62,0.0363,0.97,0.9157,1,CRITICAL
60.67,47.18,59.6,26.45,0.0362,1.02,0.95,1,CRITICAL
15.84,15.53,14.44,27.84,0.0276,1.4,0.1445,0,MODERATE
69.88,47.78,79.74,23.18,0.0445,1.06,0.9543,1,CRITICAL
20.46,9.92,28.83,29.43,0.0241,1.28,0.2945,0,MODERATE
50.24,32.6,64.02,33.36,0.0472,0.9,0.9653,1,CRITICAL
52.54,44.96,44.56,16.69,0.0172,1.71,0.2398,0,LOW
52.6,33.99,53.67,30.1,0.0385,0.96,0.9444,1,CRITICAL
46.51,48.72,59.03,34.53,0.0582,0.89,0.9076,1,CRITICAL
35.88,59.68,95.44,25.09,0.0375,1.32,0.6937,1,HIGH
59.1,43.26,79.64,32.9,-0.0536,0.84,0.9814,1,CRITICAL
46.93,46.35,67.51,47.7,0.051,0.69,0.9813,1,CRITICAL
19.0,33.26,19.46,27.27,-0.0259,1.39,0.2888,0,MODERATE
62.28,39.83,77.12,30.75,0.0553,0.87,0.9865,1,CRITICAL
67.91,43.4,57.11,22.83,0.0697,1.09,0.9792,1,CRITICAL
34.28,20.35,30.74,29.27,0.0247,1.15,0.5902,1,HIGH
53.55,12.26,44.59,31.22,0.0335,0.92,0.8974,1,CRITICAL
40.34,22.19,61.51,29.36,0.0368,1.09,0.8793,1,CRITICAL
54.47,22.66,45.29,20.86,0.0263,1.35,0.7838,1,CRITICAL
66.56,36.76,55.48,29.44,0.0717,0.87,0.9872,1,CRITICAL
38.85,29.97,35.31,38.24,0.0267,0.87,0.8608,1,CRITICAL
57.28,19.43,58.57,31.14,0.0365,0.9,0.9685,1,CRITICAL
16.2,33.4,44.79,34.73,0.022,1.13,0.4736,0,HIGH
33.58,19.81,34.99,26.34,0.0249,1.28,0.4729,0,MODERATE
26.15,19.7,32.78,33.25,0.0312,1.09,0.6347,1,HIGH
84.58,48.12,70.39,29.95,-0.1001,0.72,0.9982,1,CRITICAL
51.2,44.82,45.6,21.34,0.0254,1.36,0.7168,1,HIGH
32.41,19.89,28.08,30.23,0.0157,1.13,0.5083,1,HIGH
59.67,19.82,55.65,21.06,0.0334,1.28,0.8729,1,CRITICAL
24.39,17.87,32.9,23.57,0.0409,1.54,0.2921,0,MODERATE
57.91,39.32,51.34,29.33,0.0877,0.94,0.975,1,CRITICAL
38.85,44.33,59.14,30.08,-0.0763,1.08,0.8726,1,CRITICAL
62.45,72.42,109.6,19.68,-0.0488,1.33,0.9635,1,CRITICAL
20.15,5.73,18.04,35.38,0.0146,1.08,0.2834,0,HIGH
11.71,0.0,9.64,32.0,0.0057,1.26,0.1031,0,MODERATE
61.88,49.63,72.89,23.07,0.0416,1.14,0.9383,1,CRITICAL
41.89,9.87,36.69,17.24,0.0093,1.82,0.0608,0,LOW
64.06,41.6,57.78,26.99,0.0359,0.97,0.9711,1,CRITICAL
57.99,39.28,53.91,24.88,0.0335,1.1,0.8945,1,CRITICAL
67.06,49.87,90.91,28.79,0.0653,0.88,0.9939,1,CRITICAL
64.01,39.28,67.34,25.46,0.0415,1.02,0.976,1,CRITICAL
45.22,24.06,36.8,13.95,0.0117,2.18,0.0483,0,LOW
70.72,27.93,56.8,25.28,0.0546,0.97,0.983,1,CRITICAL
58.12,16.09,49.84,25.86,0.0302,1.06,0.8548,1,CRITICAL
77.57,40.29,67.8,32.44,0.0753,0.72,0.9959,1,CRITICAL
23.83,18.05,29.01,23.11,0.0122,1.58,0.11,0,LOW
31.2,44.96,52.25,39.75,-0.0459,0.89,0.89,1,CRITICAL
44.17,16.78,41.0,14.62,0.0116,2.1,0.0905,0,LOW
53.16,40.45,49.62,37.18,0.0353,0.79,0.9475,1,CRITICAL
71.25,26.32,62.99,26.43,0.0566,0.92,0.9841,1,CRITICAL
36.89,4.34,29.65,34.02,0.0494,0.98,0.8527,1,CRITICAL
57.13,52.36,92.29,28.56,0.0525,0.97,0.975,1,CRITICAL
41.87,12.03,35.74,35.98,0.0191,0.9,0.917,1,CRITICAL
45.55,11.33,41.53,25.29,0.0569,1.21,0.7884,1,CRITICAL
79.16,58.69,65.4,20.31,0.0369,1.1,0.9809,1,CRITICAL
55.85,28.36,54.8,37.94,0.043,0.76,0.9783,1,CRITICAL
70.67,81.25,96.9,27.21,0.1019,0.9,0.9915,1,CRITICAL
70.62,24.91,58.09,29.55,0.0648,0.84,0.9915,1,CRITICAL
26.84,1.03,30.19,36.64,0.0162,0.99,0.6777,1,CRITICAL
37.9,31.31,30.66,20.78,0.0544,1.56,0.3983,0,MODERATE
58.8,34.22,69.15,32.17,0.0562,0.86,0.9785,1,CRITICAL
62.19,40.46,65.13,23.87,0.0333,1.1,0.9371,1,CRITICAL
90.03,40.48,90.06,27.07,0.0914,0.75,0.9991,1,CRITICAL
80.36,43.95,73.88,28.51,0.068,0.79,0.9937,1,CRITICAL
54.65,33.95,79.45,17.5,0.0381,1.6,0.7934,1,CRITICAL
15.64,11.51,20.42,22.55,0.0794,1.72,0.1045,0,LOW
23.38,12.98,29.53,37.46,0.0111,1.0,0.3679,0,HIGH
71.41,47.28,74.96,34.2,-0.0771,0.73,0.9955,1,CRITICAL
56.47,39.98,56.2,27.56,0.0384,1.01,0.9501,1,CRITICAL
77.82,41.65,65.4,29.7,0.0552,0.78,0.9908,1,CRITICAL
19.14,17.13,21.04,25.94,0.0212,1.46,0.0758,0,LOW
52.21,24.84,43.22,37.5,0.0448,0.79,0.9192,1,CRITICAL
38.11,19.04,38.99,26.6,-0.0423,1.23,0.6918,1,HIGH
31.08,28.08,38.97,29.62,0.0436,1.17,0.6386,1,HIGH
12.25,5.9,11.69,36.02,0.0141,1.12,0.3366,0,HIGH
29.34,22.31,38.41,22.56,-0.0144,1.55,0.2088,0,LOW
75.22,60.18,93.68,38.91,0.1027,0.63,0.9981,1,CRITICAL
51.35,18.03,47.26,17.29,0.0207,1.67,0.4006,0,MODERATE
49.77,40.44,43.58,39.41,0.0334,0.78,0.9544,1,CRITICAL
28.47,31.29,56.3,25.39,0.0256,1.39,0.5418,1,HIGH
46.55,34.18,54.9,26.3,0.0385,1.15,0.8189,1,CRITICAL
55.07,26.99,45.73,14.77,-0.0258,1.88,0.2701,0,MODERATE
69.17,44.45,63.2,24.82,0.0825,1.0,0.9865,1,CRITICAL
22.58,24.32,34.88,20.72,0.0108,1.78,0.0542,0,LOW
53.68,32.95,55.76,23.75,0.0307,1.2,0.8618,1,CRITICAL
32.88,38.94,40.76,27.04,0.0286,1.26,0.507,1,HIGH
36.53,0.0,41.79,34.7,0.0314,0.97,0.791,1,CRITICAL
72.05,61.41,81.63,29.45,0.0578,0.83,0.9906,1,CRITICAL
56.25,39.68,50.8,30.15,0.0343,0.93,0.934,1,CRITICAL
66.29,24.56,71.52,20.33,0.0365,1.24,0.9556,1,CRITICAL
76.92,88.69,132.32,21.83,0.1016,1.05,0.9965,1,CRITICAL
38.75,33.63,38.41,40.59,0.0503,0.83,0.8878,1,CRITICAL
81.55,58.85,88.73,22.85,0.0601,0.96,0.9951,1,CRITICAL
50.23,11.06,44.43,39.59,0.0311,0.77,0.9465,1,CRITICAL
12.38,15.75,14.87,26.3,0.0051,1.52,0.0869,0,LOW
66.23,66.44,93.95,28.02,0.061,0.91,0.9827,1,CRITICAL
43.86,15.57,35.48,35.49,0.0225,0.89,0.8556,1,CRITICAL
36.89,24.33,33.19,36.9,0.0191,0.91,0.8161,1,CRITICAL
54.82,28.72,53.75,27.22,-0.0365,1.04,0.8822,1,CRITICAL
30.39,28.07,32.02,25.28,0.014,1.37,0.3573,0,MODERATE
33.77,22.0,41.89,27.61,0.0253,1.22,0.5453,1,HIGH
47.35,18.86,41.09,30.37,0.026,1.0,0.8031,1,CRITICAL
16.19,8.04,14.05,34.24,0.0279,1.14,0.406,0,HIGH
44.31,12.0,42.36,28.03,-0.0627,1.11,0.8979,1,CRITICAL
44.59,26.7,46.82,32.33,0.0303,0.97,0.8628,1,CRITICAL
62.98,41.28,62.77,39.47,0.0528,0.7,0.9881,1,CRITICAL
41.49,36.9,47.0,30.67,0.024,1.04,0.8542,1,CRITICAL
64.2,40.46,63.29,30.18,0.0425,0.87,0.968,1,CRITICAL
68.8,21.23,59.27,17.37,0.0299,1.41,0.8446,1,CRITICAL
71.09,60.66,78.57,12.0,-0.0379,1.99,0.5025,1,HIGH
45.2,36.88,37.54,30.72,0.0283,1.01,0.7535,1,CRITICAL
79.8,41.42,67.16,27.34,0.053,0.82,0.9895,1,CRITICAL
43.96,25.68,55.34,24.4,0.0416,1.27,0.6639,1,HIGH
26.81,10.5,26.37,29.7,0.0091,1.21,0.3891,0,MODERATE
86.99,45.84,79.8,27.58,0.0677,0.76,0.9957,1,CRITICAL
86.71,47.97,75.31,35.89,-0.095,0.61,0.9978,1,CRITICAL
40.91,22.96,43.33,28.6,0.0202,1.12,0.7543,1,CRITICAL
25.2,7.35,26.55,22.77,0.0221,1.58,0.1826,0,LOW
46.07,78.71,114.13,34.93,0.1178,0.89,0.992,1,CRITICAL
22.07,17.15,24.29,26.48,0.0314,1.4,0.2931,0,MODERATE
36.96,16.09,44.36,31.69,0.0199,1.05,0.6596,1,HIGH
14.78,29.74,44.71,24.66,0.0165,1.59,0.1063,0,LOW
24.44,22.49,34.79,23.45,0.0149,1.55,0.1832,0,LOW
35.13,17.19,40.62,28.59,0.0854,1.17,0.8675,1,CRITICAL
67.32,51.84,66.49,28.09,0.0919,0.9,0.9876,1,CRITICAL
51.57,32.28,51.55,31.36,0.0298,0.94,0.8895,1,CRITICAL
39.39,31.57,56.23,26.12,0.0552,1.23,0.833,1,CRITICAL
34.41,16.15,28.3,15.15,0.0081,2.2,0.0296,0,LOW
82.8,63.66,98.7,24.97,0.0738,0.87,0.9965,1,CRITICAL
32.01,22.59,38.85,33.56,0.0205,1.03,0.7522,1,CRITICAL
12.27,22.09,38.16,25.92,0.0091,1.54,0.1815,0,LOW
66.73,42.78,53.54,26.28,-0.0601,0.97,0.9725,1,CRITICAL
40.49,23.56,62.91,34.9,0.0356,0.93,0.8743,1,CRITICAL
38.0,6.88,32.32,23.02,0.0349,1.41,0.4851,0,MODERATE
33.81,35.49,46.21,17.2,0.0867,1.95,0.1927,0,LOW
50.63,53.31,48.58,26.88,0.0496,1.09,0.9207,1,CRITICAL
64.27,49.9,68.55,24.61,0.0425,1.05,0.9414,1,CRITICAL
72.01,62.11,72.45,21.24,0.0556,1.13,0.9652,1,CRITICAL
55.3,23.81,46.92,26.77,0.0346,1.05,0.8558,1,CRITICAL
72.52,34.95,68.86,31.44,0.0755,0.78,0.9932,1,CRITICAL
30.61,22.18,29.35,27.93,0.0109,1.24,0.4083,0,MODERATE
11.4,22.41,21.45,30.15,0.0177,1.34,0.1931,0,MODERATE
85.11,39.79,88.18,40.69,-0.1241,0.56,0.9995,1,CRITICAL
40.57,18.1,33.73,25.6,0.0332,1.25,0.6117,1,HIGH
67.3,38.56,64.72,29.95,0.0932,0.85,0.9887,1,CRITICAL
20.31,11.61,30.67,24.44,0.006,1.54,0.107,0,LOW
50.94,21.98,46.0,22.08,0.0236,1.32,0.5586,1,HIGH
29.9,50.3,69.78,23.91,0.0263,1.45,0.5751,1,HIGH
48.09,34.39,49.49,24.65,0.0251,1.21,0.7385,1,HIGH
53.78,35.61,46.04,30.52,0.0307,0.94,0.9469,1,CRITICAL
64.34,35.28,53.18,44.44,0.0536,0.63,0.9874,1,CRITICAL
43.17,19.01,46.24,22.99,0.0404,1.35,0.4754,0,MODERATE
29.97,22.85,31.03,25.08,0.0436,1.39,0.3648,0,MODERATE
39.88,11.55,35.11,27.56,0.0142,1.17,0.5938,1,HIGH
81.83,36.44,65.94,30.77,0.0579,0.73,0.9944,1,CRITICAL
53.91,23.04,55.67,29.84,0.0337,0.96,0.9377,1,CRITICAL
18.26,10.87,28.3,36.99,0.017,1.05,0.453,0,HIGH
38.15,20.59,32.81,12.0,0.0285,2.69,0.0072,0,LOW
50.71,28.05,54.38,12.0,0.0121,2.41,0.0303,0,LOW
70.67,52.42,102.08,24.53,0.0742,0.99,0.9896,1,CRITICAL
81.34,84.89,122.52,35.68,0.121,0.64,0.9996,1,CRITICAL
64.16,49.34,84.23,17.04,0.084,1.51,0.9386,1,CRITICAL
32.53,25.14,50.71,12.0,0.041,2.82,0.0055,0,LOW
30.46,5.91,27.89,32.0,0.0539,1.09,0.7593,1,CRITICAL
53.32,8.4,45.21,29.71,-0.0256,0.97,0.9066,1,CRITICAL
46.91,25.59,46.36,20.37,0.0248,1.48,0.4253,0,MODERATE
33.66,11.07,41.42,21.1,-0.0125,1.59,0.2327,0,LOW
22.88,35.22,46.83,21.21,0.0213,1.73,0.1336,0,LOW
57.52,30.28,49.97,28.77,0.0315,0.96,0.8928,1,CRITICAL
34.27,37.91,37.22,23.62,0.0321,1.42,0.2956,0,MODERATE
56.69,38.83,60.99,31.46,0.0518,0.89,0.9685,1,CRITICAL
53.34,23.64,51.52,12.0,0.0237,2.35,0.0558,0,LOW
72.24,21.33,66.88,22.0,0.0616,1.09,0.9832,1,CRITICAL
84.85,51.09,71.71,20.12,0.0512,1.05,0.9915,1,CRITICAL
21.58,36.22,82.02,26.21,0.0202,1.42,0.4581,0,MODERATE
29.19,15.73,33.02,24.23,0.0223,1.44,0.3524,0,MODERATE
79.83,61.91,75.28,33.58,0.1145,0.69,0.9976,1,CRITICAL
66.05,40.03,56.54,14.98,0.0324,1.68,0.5073,1,HIGH
27.14,23.42,32.54,28.32,0.0232,1.26,0.3902,0,MODERATE
81.62,51.28,69.72,31.91,0.1015,0.7,0.9964,1,CRITICAL
20.19,20.8,19.55,41.0,0.0163,0.94,0.538,1,CRITICAL
20.82,28.71,21.5,24.63,0.0879,1.52,0.2807,0,MODERATE
38.99,12.72,31.24,30.27,0.0149,1.07,0.6677,1,HIGH
71.81,38.3,70.11,15.37,0.0374,1.55,0.816,1,CRITICAL
42.61,15.64,41.44,12.0,0.0107,2.59,0.015,0,LOW
55.25,46.8,78.54,33.91,0.0581,0.85,0.98,1,CRITICAL
14.94,6.22,12.57,27.96,0.0046,1.4,0.0929,0,MODERATE
86.29,24.26,69.69,36.25,0.0764,0.61,0.9966,1,CRITICAL
39.44,31.93,64.11,18.39,0.019,1.74,0.2793,0,MODERATE
61.78,45.27,51.46,31.64,0.0393,0.85,0.9323,1,CRITICAL
44.49,23.81,35.62,41.08,0.0239,0.78,0.9288,1,CRITICAL
50.03,32.94,42.98,30.94,0.047,0.96,0.9227,1,CRITICAL
31.85,29.71,51.53,29.94,0.0201,1.15,0.6892,1,HIGH
17.83,4.29,38.61,28.06,0.0145,1.37,0.1709,0,MODERATE
32.43,18.02,32.18,17.0,0.0062,1.99,0.0524,0,LOW
62.45,50.32,66.5,37.49,0.0536,0.73,0.9817,1,CRITICAL
30.36,9.08,34.9,23.72,-0.0424,1.46,0.3727,0,MODERATE
65.99,60.3,88.06,31.53,0.0883,0.82,0.9912,1,CRITICAL
68.01,16.15,55.28,17.06,-0.049,1.45,0.8354,1,CRITICAL
16.46,23.2,38.33,19.74,-0.0121,1.96,0.0199,0,LOW
37.94,25.34,33.16,38.05,0.0182,0.88,0.7837,1,CRITICAL
61.73,30.98,56.84,25.57,-0.0316,1.04,0.8761,1,CRITICAL
35.72,43.79,31.77,38.17,-0.0284,0.89,0.8778,1,CRITICAL
77.63,43.24,80.29,27.45,0.0835,0.84,0.9953,1,CRITICAL
40.48,23.85,49.39,15.11,-0.0446,2.1,0.1146,0,LOW
14.11,15.96,23.2,34.24,0.0088,1.16,0.305,0,HIGH
62.66,33.31,68.09,23.87,0.0398,1.1,0.9057,1,CRITICAL
30.73,9.52,39.89,32.89,0.015,1.06,0.5462,1,HIGH
50.5,26.75,62.87,28.18,0.0522,1.04,0.9361,1,CRITICAL
68.45,42.9,58.87,17.2,0.0279,1.43,0.8175,1,CRITICAL
78.99,39.91,71.59,29.15,-0.0648,0.78,0.992,1,CRITICAL
13.23,24.85,13.05,43.37,-0.0421,0.94,0.5718,1,CRITICAL
53.48,26.31,51.2,31.45,0.0496,0.92,0.9476,1,CRITICAL
42.76,38.51,52.35,27.6,0.0214,1.14,0.7759,1,CRITICAL
27.05,28.68,39.28,35.53,-0.0127,1.02,0.6266,1,HIGH
30.38,21.14,42.84,29.47,0.036,1.18,0.5516,1,HIGH
28.99,8.45,28.73,29.47,-0.0202,1.19,0.4454,0,HIGH
29.95,6.83,40.24,20.36,0.0273,1.7,0.0958,0,LOW
32.49,25.25,32.86,29.64,-0.0131,1.16,0.4609,0,HIGH
82.81,77.75,109.62,35.25,0.1375,0.64,0.9995,1,CRITICAL
41.56,7.83,39.56,22.15,-0.0344,1.42,0.5593,1,HIGH
38.42,23.05,44.6,37.97,-0.0549,0.88,0.9169,1,CRITICAL
66.15,37.56,73.72,27.36,-0.0507,0.94,0.9698,1,CRITICAL
26.25,39.43,56.53,21.79,0.0156,1.64,0.1517,0,LOW
91.24,45.69,81.63,34.98,0.0893,0.59,0.9994,1,CRITICAL
30.96,32.11,31.47,25.99,0.0484,1.33,0.4617,0,MODERATE
60.78,30.39,57.05,33.32,0.0414,0.82,0.97,1,CRITICAL
77.64,28.42,67.98,25.96,0.0476,0.88,0.9898,1,CRITICAL
52.88,30.24,58.22,27.58,0.0315,1.04,0.8938,1,CRITICAL
14.69,27.75,52.23,31.45,-0.0302,1.25,0.3812,0,MODERATE
35.32,23.43,30.27,30.04,0.0437,1.12,0.6608,1,HIGH
62.33,33.59,62.21,14.03,-0.0431,1.86,0.4533,0,MODERATE
15.78,32.49,46.82,20.15,0.0174,1.93,0.0458,0,LOW
14.46,0.0,13.15,34.51,0.0786,1.15,0.3511,0,HIGH
71.63,37.57,67.52,27.08,-0.0447,0.9,0.9775,1,CRITICAL
53.93,36.07,73.21,24.33,0.0623,1.17,0.9404,1,CRITICAL
18.43,21.15,49.35,18.49,0.014,2.06,0.036,0,LOW
33.29,35.23,37.47,20.44,0.0176,1.65,0.2694,0,MODERATE
42.13,13.3,34.08,13.85,0.0087,2.25,0.0423,0,LOW
53.74,23.32,44.66,27.29,0.0223,1.05,0.8687,1,CRITICAL
26.84,31.28,34.72,23.81,0.0131,1.5,0.2015,0,LOW
59.17,37.09,49.32,21.23,-0.0235,1.27,0.7631,1,CRITICAL
55.81,44.66,47.08,27.52,0.034,1.02,0.9145,1,CRITICAL
41.85,38.23,55.67,30.55,0.0261,1.04,0.8365,1,CRITICAL
38.36,24.91,51.52,42.65,0.0303,0.8,0.8876,1,CRITICAL
35.98,54.49,56.54,17.42,0.0432,1.89,0.1535,0,LOW
58.26,34.79,48.28,36.12,0.072,0.78,0.9784,1,CRITICAL
31.07,15.35,28.17,34.81,0.0601,1.0,0.84,1,CRITICAL
39.59,35.68,58.52,22.55,0.0345,1.42,0.5809,1,HIGH
39.21,32.1,50.52,29.42,-0.0415,1.1,0.7979,1,CRITICAL
49.57,36.18,64.25,24.8,0.0534,1.19,0.8937,1,CRITICAL
50.71,51.8,109.27,29.3,0.0703,1.01,0.9815,1,CRITICAL
64.01,64.98,81.18,38.56,0.0728,0.7,0.9939,1,CRITICAL
41.83,26.48,44.49,32.24,0.0226,0.99,0.8032,1,CRITICAL
87.96,47.41,75.95,31.56,0.0743,0.67,0.9974,1,CRITICAL
47.73,51.28,50.83,24.99,0.0477,1.2,0.8656,1,CRITICAL
36.73,19.96,44.65,17.61,0.0275,1.86,0.1286,0,LOW
18.96,19.33,21.3,26.54,0.0127,1.43,0.2306,0,MODERATE
38.61,23.87,53.0,36.45,0.0253,0.91,0.8603,1,CRITICAL
53.89,29.96,44.57,17.31,0.0185,1.63,0.419,0,MODERATE
75.41,51.81,83.0,20.61,-0.0626,1.12,0.9847,1,CRITICAL
45.53,30.05,36.91,28.88,0.027,1.06,0.7405,1,HIGH
43.65,39.24,45.26,21.11,0.0225,1.47,0.5093,1,HIGH
40.37,31.37,61.94,22.45,0.0244,1.42,0.5622,1,HIGH
81.84,54.26,66.83,25.03,0.0596,0.88,0.992,1,CRITICAL
62.69,51.53,61.09,18.44,0.0744,1.41,0.8664,1,CRITICAL
61.37,28.52,51.7,21.18,0.0571,1.25,0.8685,1,CRITICAL
37.06,37.99,63.43,32.92,0.0263,1.01,0.7141,1,HIGH
68.13,43.83,81.29,18.85,0.0446,1.31,0.9169,1,CRITICAL
27.0,34.36,62.35,16.81,0.0154,2.11,0.0417,0,LOW
67.85,39.25,85.47,23.59,0.0563,1.06,0.9699,1,CRITICAL
39.41,38.7,51.53,33.12,-0.0364,0.98,0.8431,1,CRITICAL
39.68,0.38,34.81,26.62,0.0156,1.21,0.5681,1,HIGH
31.9,11.58,30.93,24.75,0.031,1.38,0.42,0,MODERATE
56.88,33.02,55.81,28.31,0.0396,0.98,0.9449,1,CRITICAL
54.26,47.04,56.74,15.78,0.0886,1.78,0.6962,1,HIGH
55.81,35.05,67.51,31.46,0.0399,0.9,0.9659,1,CRITICAL
23.22,17.74,22.44,30.68,0.0085,1.2,0.3286,0,MODERATE
29.59,14.63,25.73,25.13,0.0239,1.39,0.302,0,MODERATE
52.82,40.74,52.14,35.04,0.05,0.84,0.9674,1,CRITICAL
63.52,35.79,53.39,20.11,0.0358,1.29,0.8797,1,CRITICAL
49.21,42.57,57.12,35.9,0.0872,0.85,0.9566,1,CRITICAL
22.74,13.12,31.05,29.08,0.0149,1.27,0.2964,0,MODERATE
25.32,14.18,40.53,25.64,0.0169,1.41,0.1684,0,MODERATE
52.75,29.58,43.18,27.86,0.0574,1.04,0.8434,1,CRITICAL
92.46,69.6,124.13,27.25,0.1158,0.73,0.9995,1,CRITICAL
24.15,11.89,19.32,36.54,0.0122,1.01,0.4645,0,HIGH
23.16,17.83,24.43,20.46,0.0229,1.79,0.0608,0,LOW
37.51,40.67,47.09,22.66,0.0278,1.44,0.304,0,MODERATE
70.9,42.31,57.41,35.25,-0.0533,0.71,0.9915,1,CRITICAL
63.12,24.27,51.8,23.83,0.0313,1.1,0.8846,1,CRITICAL
53.78,15.08,44.22,34.3,0.0347,0.85,0.9442,1,CRITICAL
62.27,54.8,62.88,39.9,0.0532,0.69,0.9826,1,CRITICAL
27.47,17.72,55.92,25.19,0.0558,1.41,0.4816,0,MODERATE
73.54,38.07,70.99,32.77,0.0601,0.74,0.9935,1,CRITICAL
37.71,32.88,44.05,19.92,0.0143,1.63,0.2176,0,LOW
52.02,45.18,47.99,33.28,-0.0433,0.88,0.9401,1,CRITICAL
46.65,20.67,37.6,29.4,-0.0365,1.04,0.8423,1,CRITICAL
57.12,27.89,46.02,31.31,0.0475,0.89,0.9187,1,CRITICAL
23.72,22.36,51.86,23.48,0.0167,1.56,0.2339,0,LOW
88.65,44.79,72.54,16.37,0.0661,1.23,0.9746,1,CRITICAL
33.37,80.7,153.68,31.52,-0.0657,1.08,0.9584,1,CRITICAL
73.39,29.34,61.41,13.56,0.029,1.73,0.6053,1,HIGH
59.95,46.52,64.8,25.78,0.0583,1.05,0.9651,1,CRITICAL
41.38,42.3,77.73,34.59,0.0413,0.93,0.881,1,CRITICAL
19.89,22.77,22.66,29.34,0.0339,1.29,0.3546,0,MODERATE
43.33,31.2,54.55,41.64,0.0444,0.78,0.9485,1,CRITICAL
19.09,0.0,21.75,35.18,0.0394,1.09,0.4856,0,HIGH
35.96,32.22,34.22,23.42,0.013,1.41,0.3574,0,MODERATE
53.62,14.61,46.28,28.19,0.0646,1.02,0.9251,1,CRITICAL
18.52,18.35,40.62,27.67,-0.0244,1.38,0.3113,0,MODERATE
29.48,14.83,28.05,16.92,0.0191,2.05,0.0335,0,LOW
76.86,49.95,66.48,21.42,0.0447,1.07,0.9502,1,CRITICAL
28.16,70.15,125.69,24.07,0.0754,1.46,0.8293,1,CRITICAL
33.2,10.24,32.5,13.75,-0.0137,2.45,0.0151,0,LOW
20.72,16.52,24.82,28.33,0.0152,1.32,0.2672,0,MODERATE
60.29,68.29,117.39,26.26,0.0848,1.03,0.9945,1,CRITICAL
39.97,18.66,38.89,16.29,0.0135,1.95,0.0851,0,LOW
41.23,26.06,39.82,30.83,0.022,1.04,0.7439,1,HIGH
43.33,24.59,61.04,33.01,0.0515,0.96,0.9113,1,CRITICAL
47.53,8.96,43.63,29.59,0.0225,1.02,0.7832,1,CRITICAL
77.17,60.83,65.73,25.73,0.0695,0.89,0.9881,1,CRITICAL
32.58,21.63,34.32,32.14,0.0267,1.07,0.5604,1,HIGH
63.19,42.93,68.64,32.76,-0.059,0.81,0.9644,1,CRITICAL
28.56,6.29,23.51,30.15,0.0107,1.17,0.3519,0,HIGH
61.05,42.49,55.86,22.23,0.0484,1.2,0.9025,1,CRITICAL
15.59,5.97,18.85,29.94,0.0274,1.31,0.2584,0,MODERATE
34.42,0.0,31.75,36.37,0.0231,0.94,0.6969,1,CRITICAL
